diagnostic,seq_len,compression_ratio,top_k,noise_std,distractor_strength,signal_scale,recall,mean_cosine,mean_relative_signal,evaluated_queries,evaluated_blocks,batch_size,num_heads,head_dim,device,dtype,seed
topk_recall,2048,16,32,0.2,0.0,,0.9999999403953552,,,16264,,2,4,32,cuda,float32,1234
topk_recall,2048,16,32,0.2,0.75,,0.9999384880065918,,,16264,,2,4,32,cuda,float32,1234
compression_signal,2048,32,,0.0,,1.0,,1.0,0.03125,,128,2,4,32,cuda,float32,1234
topk_recall,2048,32,4,0.0,0.0,,1.0,,,16136,,2,4,32,cuda,float32,1234
topk_recall,2048,32,4,0.0,0.75,,1.0,,,16136,,2,4,32,cuda,float32,1234
topk_recall,2048,32,8,0.0,0.0,,1.0,,,16136,,2,4,32,cuda,float32,1234
topk_recall,2048,32,8,0.0,0.75,,1.0,,,16136,,2,4,32,cuda,float32,1234
topk_recall,2048,32,16,0.0,0.0,,1.0,,,16136,,2,4,32,cuda,float32,1234
topk_recall,2048,32,16,0.0,0.75,,1.0,,,16136,,2,4,32,cuda,float32,1234
topk_recall,2048,32,32,0.0,0.0,,1.0,,,16136,,2,4,32,cuda,float32,1234
topk_recall,2048,32,32,0.0,0.75,,1.0,,,16136,,2,4,32,cuda,float32,1234
compression_signal,2048,32,,0.1,,1.0,,0.3107803165912628,0.03200097382068634,,128,2,4,32,cuda,float32,1234
topk_recall,2048,32,4,0.1,0.0,,1.0,,,16136,,2,4,32,cuda,float32,1234
topk_recall,2048,32,4,0.1,0.75,,1.0,,,16136,,2,4,32,cuda,float32,1234
topk_recall,2048,32,8,0.1,0.0,,1.0,,,16136,,2,4,32,cuda,float32,1234
topk_recall,2048,32,8,0.1,0.75,,1.0,,,16136,,2,4,32,cuda,float32,1234
topk_recall,2048,32,16,0.1,0.0,,1.0,,,16136,,2,4,32,cuda,float32,1234
topk_recall,2048,32,16,0.1,0.75,,1.0,,,16136,,2,4,32,cuda,float32,1234
topk_recall,2048,32,32,0.1,0.0,,1.0,,,16136,,2,4,32,cuda,float32,1234
topk_recall,2048,32,32,0.1,0.75,,1.0,,,16136,,2,4,32,cuda,float32,1234
compression_signal,2048,32,,0.2,,1.0,,0.15923303365707397,0.032062217593193054,,128,2,4,32,cuda,float32,1234
topk_recall,2048,32,4,0.2,0.0,,0.9996281862258911,,,16136,,2,4,32,cuda,float32,1234
topk_recall,2048,32,4,0.2,0.75,,0.9949802160263062,,,16136,,2,4,32,cuda,float32,1234
topk_recall,2048,32,8,0.2,0.0,,0.9999380707740784,,,16136,,2,4,32,cuda,float32,1234
topk_recall,2048,32,8,0.2,0.75,,0.999380350112915,,,16136,,2,4,32,cuda,float32,1234
topk_recall,2048,32,16,0.2,0.0,,1.0,,,16136,,2,4,32,cuda,float32,1234
topk_recall,2048,32,16,0.2,0.75,,0.9997521638870239,,,16136,,2,4,32,cuda,float32,1234
topk_recall,2048,32,32,0.2,0.0,,1.0,,,16136,,2,4,32,cuda,float32,1234
topk_recall,2048,32,32,0.2,0.75,,1.0,,,16136,,2,4,32,cuda,float32,1234
compression_signal,2048,64,,0.0,,1.0,,1.0,0.015625,,64,2,4,32,cuda,float32,1234
topk_recall,2048,64,4,0.0,0.0,,1.0,,,15880,,2,4,32,cuda,float32,1234
topk_recall,2048,64,4,0.0,0.75,,1.0,,,15880,,2,4,32,cuda,float32,1234
topk_recall,2048,64,8,0.0,0.0,,1.0,,,15880,,2,4,32,cuda,float32,1234
topk_recall,2048,64,8,0.0,0.75,,1.0,,,15880,,2,4,32,cuda,float32,1234
topk_recall,2048,64,16,0.0,0.0,,1.0,,,15880,,2,4,32,cuda,float32,1234
topk_recall,2048,64,16,0.0,0.75,,1.0,,,15880,,2,4,32,cuda,float32,1234
topk_recall,2048,64,32,0.0,0.0,,1.0,,,15880,,2,4,32,cuda,float32,1234
topk_recall,2048,64,32,0.0,0.75,,1.0,,,15880,,2,4,32,cuda,float32,1234
compression_signal,2048,64,,0.1,,1.0,,0.21862971782684326,0.016112521290779114,,64,2,4,32,cuda,float32,1234
topk_recall,2048,64,4,0.1,0.0,,1.0,,,15880,,2,4,32,cuda,float32,1234
topk_recall,2048,64,4,0.1,0.75,,1.0,,,15880,,2,4,32,cuda,float32,1234
topk_recall,2048,64,8,0.1,0.0,,1.0,,,15880,,2,4,32,cuda,float32,1234
topk_recall,2048,64,8,0.1,0.75,,1.0,,,15880,,2,4,32,cuda,float32,1234
topk_recall,2048,64,16,0.1,0.0,,1.0,,,15880,,2,4,32,cuda,float32,1234
topk_recall,2048,64,16,0.1,0.75,,1.0,,,15880,,2,4,32,cuda,float32,1234
topk_recall,2048,64,32,0.1,0.0,,1.0,,,15880,,2,4,32,cuda,float32,1234
topk_recall,2048,64,32,0.1,0.75,,1.0,,,15880,,2,4,32,cuda,float32,1234
compression_signal,2048,64,,0.2,,1.0,,0.09388893842697144,0.013455725274980068,,64,2,4,32,cuda,float32,1234
topk_recall,2048,64,4,0.2,0.0,,0.9999370574951172,,,15880,,2,4,32,cuda,float32,1234
topk_recall,2048,64,4,0.2,0.75,,0.998299777507782,,,15880,,2,4,32,cuda,float32,1234
topk_recall,2048,64,8,0.2,0.0,,1.0,,,15880,,2,4,32,cuda,float32,1234
topk_recall,2048,64,8,0.2,0.75,,0.9998740553855896,,,15880,,2,4,32,cuda,float32,1234
topk_recall,2048,64,16,0.2,0.0,,1.0,,,15880,,2,4,32,cuda,float32,1234
topk_recall,2048,64,16,0.2,0.75,,1.0,,,15880,,2,4,32,cuda,float32,1234
topk_recall,2048,64,32,0.2,0.0,,1.0,,,15880,,2,4,32,cuda,float32,1234
topk_recall,2048,64,32,0.2,0.75,,1.0,,,15880,,2,4,32,cuda,float32,1234
compression_signal,2048,128,,0.0,,1.0,,1.0,0.0078125,,32,2,4,32,cuda,float32,1234
topk_recall,2048,128,4,0.0,0.0,,1.0,,,15368,,2,4,32,cuda,float32,1234
topk_recall,2048,128,4,0.0,0.75,,1.0,,,15368,,2,4,32,cuda,float32,1234
topk_recall,2048,128,8,0.0,0.0,,1.0,,,15368,,2,4,32,cuda,float32,1234
topk_recall,2048,128,8,0.0,0.75,,1.0,,,15368,,2,4,32,cuda,float32,1234
topk_recall,2048,128,16,0.0,0.0,,1.0,,,15368,,2,4,32,cuda,float32,1234
topk_recall,2048,128,16,0.0,0.75,,1.0,,,15368,,2,4,32,cuda,float32,1234
topk_recall,2048,128,32,0.0,0.0,,1.0,,,15368,,2,4,32,cuda,float32,1234
topk_recall,2048,128,32,0.0,0.75,,1.0,,,15368,,2,4,32,cuda,float32,1234
compression_signal,2048,128,,0.1,,1.0,,0.16258908808231354,0.008569546043872833,,32,2,4,32,cuda,float32,1234
topk_recall,2048,128,4,0.1,0.0,,1.0,,,15368,,2,4,32,cuda,float32,1234
topk_recall,2048,128,4,0.1,0.75,,1.0,,,15368,,2,4,32,cuda,float32,1234
topk_recall,2048,128,8,0.1,0.0,,1.0,,,15368,,2,4,32,cuda,float32,1234
topk_recall,2048,128,8,0.1,0.75,,1.0,,,15368,,2,4,32,cuda,float32,1234
topk_recall,2048,128,16,0.1,0.0,,1.0,,,15368,,2,4,32,cuda,float32,1234
topk_recall,2048,128,16,0.1,0.75,,1.0,,,15368,,2,4,32,cuda,float32,1234
topk_recall,2048,128,32,0.1,0.0,,1.0,,,15368,,2,4,32,cuda,float32,1234
topk_recall,2048,128,32,0.1,0.75,,1.0,,,15368,,2,4,32,cuda,float32,1234
compression_signal,2048,128,,0.2,,1.0,,0.08797648549079895,0.008592158555984497,,32,2,4,32,cuda,float32,1234
topk_recall,2048,128,4,0.2,0.0,,1.0,,,15368,,2,4,32,cuda,float32,1234
topk_recall,2048,128,4,0.2,0.75,,0.999609649181366,,,15368,,2,4,32,cuda,float32,1234
topk_recall,2048,128,8,0.2,0.0,,1.0,,,15368,,2,4,32,cuda,float32,1234
topk_recall,2048,128,8,0.2,0.75,,1.0,,,15368,,2,4,32,cuda,float32,1234
topk_recall,2048,128,16,0.2,0.0,,1.0,,,15368,,2,4,32,cuda,float32,1234
topk_recall,2048,128,16,0.2,0.75,,1.0,,,15368,,2,4,32,cuda,float32,1234
topk_recall,2048,128,32,0.2,0.0,,1.0,,,15368,,2,4,32,cuda,float32,1234
topk_recall,2048,128,32,0.2,0.75,,1.0,,,15368,,2,4,32,cuda,float32,1234
compression_signal,8192,4,,0.0,,1.0,,1.0,0.25,,4096,2,4,32,cuda,float32,1234
topk_recall,8192,4,4,0.0,0.0,,1.0,,,65512,,2,4,32,cuda,float32,1234
topk_recall,8192,4,4,0.0,0.75,,1.0,,,65512,,2,4,32,cuda,float32,1234
topk_recall,8192,4,8,0.0,0.0,,1.0,,,65512,,2,4,32,cuda,float32,1234
topk_recall,8192,4,8,0.0,0.75,,1.0,,,65512,,2,4,32,cuda,float32,1234
topk_recall,8192,4,16,0.0,0.0,,1.0,,,65512,,2,4,32,cuda,float32,1234
topk_recall,8192,4,16,0.0,0.75,,1.0,,,65512,,2,4,32,cuda,float32,1234
topk_recall,8192,4,32,0.0,0.0,,1.0,,,65512,,2,4,32,cuda,float32,1234
topk_recall,8192,4,32,0.0,0.75,,1.0,,,65512,,2,4,32,cuda,float32,1234
compression_signal,8192,4,,0.1,,1.0,,0.6629076600074768,0.24987918138504028,,4096,2,4,32,cuda,float32,1234
topk_recall,8192,4,4,0.1,0.0,,1.0,,,65512,,2,4,32,cuda,float32,1234
topk_recall,8192,4,4,0.1,0.75,,0.9989009499549866,,,65512,,2,4,32,cuda,float32,1234
topk_recall,8192,4,8,0.1,0.0,,1.0,,,65512,,2,4,32,cuda,float32,1234
topk_recall,8192,4,8,0.1,0.75,,0.9994962811470032,,,65512,,2,4,32,cuda,float32,1234
topk_recall,8192,4,16,0.1,0.0,,1.0,,,65512,,2,4,32,cuda,float32,1234
topk_recall,8192,4,16,0.1,0.75,,0.9999236464500427,,,65512,,2,4,32,cuda,float32,1234
topk_recall,8192,4,32,0.1,0.0,,1.0,,,65512,,2,4,32,cuda,float32,1234
topk_recall,8192,4,32,0.1,0.75,,0.9999847412109375,,,65512,,2,4,32,cuda,float32,1234
compression_signal,8192,4,,0.2,,1.0,,0.4040001630783081,0.2506697475910187,,4096,2,4,32,cuda,float32,1234
topk_recall,8192,4,4,0.2,0.0,,0.9756838083267212,,,65512,,2,4,32,cuda,float32,1234
topk_recall,8192,4,4,0.2,0.75,,0.884433388710022,,,65512,,2,4,32,cuda,float32,1234
topk_recall,8192,4,8,0.2,0.0,,0.989101231098175,,,65512,,2,4,32,cuda,float32,1234
topk_recall,8192,4,8,0.2,0.75,,0.9366375207901001,,,65512,,2,4,32,cuda,float32,1234
topk_recall,8192,4,16,0.2,0.0,,0.9955427646636963,,,65512,,2,4,32,cuda,float32,1234
topk_recall,8192,4,16,0.2,0.75,,0.9676242470741272,,,65512,,2,4,32,cuda,float32,1234
topk_recall,8192,4,32,0.2,0.0,,0.998214066028595,,,65512,,2,4,32,cuda,float32,1234
topk_recall,8192,4,32,0.2,0.75,,0.985941469669342,,,65512,,2,4,32,cuda,float32,1234
compression_signal,8192,8,,0.0,,1.0,,1.0,0.125,,2048,2,4,32,cuda,float32,1234
topk_recall,8192,8,4,0.0,0.0,,1.0,,,65480,,2,4,32,cuda,float32,1234
topk_recall,8192,8,4,0.0,0.75,,1.0,,,65480,,2,4,32,cuda,float32,1234
topk_recall,8192,8,8,0.0,0.0,,1.0,,,65480,,2,4,32,cuda,float32,1234
topk_recall,8192,8,8,0.0,0.75,,1.0,,,65480,,2,4,32,cuda,float32,1234
topk_recall,8192,8,16,0.0,0.0,,1.0,,,65480,,2,4,32,cuda,float32,1234
topk_recall,8192,8,16,0.0,0.75,,1.0,,,65480,,2,4,32,cuda,float32,1234
topk_recall,8192,8,32,0.0,0.0,,1.0,,,65480,,2,4,32,cuda,float32,1234
topk_recall,8192,8,32,0.0,0.75,,1.0,,,65480,,2,4,32,cuda,float32,1234
compression_signal,8192,8,,0.1,,1.0,,0.5215892195701599,0.12321305274963379,,2048,2,4,32,cuda,float32,1234
topk_recall,8192,8,4,0.1,0.0,,1.0,,,65480,,2,4,32,cuda,float32,1234
topk_recall,8192,8,4,0.1,0.75,,0.9995265603065491,,,65480,,2,4,32,cuda,float32,1234
topk_recall,8192,8,8,0.1,0.0,,1.0,,,65480,,2,4,32,cuda,float32,1234
topk_recall,8192,8,8,0.1,0.75,,0.9998778104782104,,,65480,,2,4,32,cuda,float32,1234
topk_recall,8192,8,16,0.1,0.0,,1.0,,,65480,,2,4,32,cuda,float32,1234
topk_recall,8192,8,16,0.1,0.75,,0.9999694228172302,,,65480,,2,4,32,cuda,float32,1234
topk_recall,8192,8,32,0.1,0.0,,1.0,,,65480,,2,4,32,cuda,float32,1234
topk_recall,8192,8,32,0.1,0.75,,1.0,,,65480,,2,4,32,cuda,float32,1234
compression_signal,8192,8,,0.2,,1.0,,0.2999088168144226,0.12613174319267273,,2048,2,4,32,cuda,float32,1234
topk_recall,8192,8,4,0.2,0.0,,0.9875229001045227,,,65480,,2,4,32,cuda,float32,1234
topk_recall,8192,8,4,0.2,0.75,,0.9249846935272217,,,65480,,2,4,32,cuda,float32,1234
topk_recall,8192,8,8,0.2,0.0,,0.995219886302948,,,65480,,2,4,32,cuda,float32,1234
topk_recall,8192,8,8,0.2,0.75,,0.9634850025177002,,,65480,,2,4,32,cuda,float32,1234
topk_recall,8192,8,16,0.2,0.0,,0.9980146288871765,,,65480,,2,4,32,cuda,float32,1234
topk_recall,8192,8,16,0.2,0.75,,0.9832773208618164,,,65480,,2,4,32,cuda,float32,1234
topk_recall,8192,8,32,0.2,0.0,,0.9995418190956116,,,65480,,2,4,32,cuda,float32,1234
topk_recall,8192,8,32,0.2,0.75,,0.9934941530227661,,,65480,,2,4,32,cuda,float32,1234
compression_signal,8192,16,,0.0,,1.0,,1.0,0.0625,,1024,2,4,32,cuda,float32,1234
topk_recall,8192,16,4,0.0,0.0,,1.0,,,65416,,2,4,32,cuda,float32,1234
topk_recall,8192,16,4,0.0,0.75,,1.0,,,65416,,2,4,32,cuda,float32,1234
topk_recall,8192,16,8,0.0,0.0,,1.0,,,65416,,2,4,32,cuda,float32,1234
topk_recall,8192,16,8,0.0,0.75,,1.0,,,65416,,2,4,32,cuda,float32,1234
topk_recall,8192,16,16,0.0,0.0,,1.0,,,65416,,2,4,32,cuda,float32,1234
topk_recall,8192,16,16,0.0,0.75,,1.0,,,65416,,2,4,32,cuda,float32,1234
topk_recall,8192,16,32,0.0,0.0,,1.0,,,65416,,2,4,32,cuda,float32,1234
topk_recall,8192,16,32,0.0,0.75,,1.0,,,65416,,2,4,32,cuda,float32,1234
compression_signal,8192,16,,0.1,,1.0,,0.40816575288772583,0.0634811744093895,,1024,2,4,32,cuda,float32,1234
topk_recall,8192,16,4,0.1,0.0,,1.0,,,65416,,2,4,32,cuda,float32,1234
topk_recall,8192,16,4,0.1,0.75,,0.9998165369033813,,,65416,,2,4,32,cuda,float32,1234
topk_recall,8192,16,8,0.1,0.0,,1.0,,,65416,,2,4,32,cuda,float32,1234
topk_recall,8192,16,8,0.1,0.75,,0.9999846816062927,,,65416,,2,4,32,cuda,float32,1234
topk_recall,8192,16,16,0.1,0.0,,1.0,,,65416,,2,4,32,cuda,float32,1234
topk_recall,8192,16,16,0.1,0.75,,1.0,,,65416,,2,4,32,cuda,float32,1234
topk_recall,8192,16,32,0.1,0.0,,1.0,,,65416,,2,4,32,cuda,float32,1234
topk_recall,8192,16,32,0.1,0.75,,1.0,,,65416,,2,4,32,cuda,float32,1234
compression_signal,8192,16,,0.2,,1.0,,0.21124982833862305,0.0610518604516983,,1024,2,4,32,cuda,float32,1234
topk_recall,8192,16,4,0.2,0.0,,0.9940686821937561,,,65416,,2,4,32,cuda,float32,1234
topk_recall,8192,16,4,0.2,0.75,,0.9557600617408752,,,65416,,2,4,32,cuda,float32,1234
topk_recall,8192,16,8,0.2,0.0,,0.9977375268936157,,,65416,,2,4,32,cuda,float32,1234
topk_recall,8192,16,8,0.2,0.75,,0.9822061657905579,,,65416,,2,4,32,cuda,float32,1234
topk_recall,8192,16,16,0.2,0.0,,0.9993121027946472,,,65416,,2,4,32,cuda,float32,1234
topk_recall,8192,16,16,0.2,0.75,,0.9932432174682617,,,65416,,2,4,32,cuda,float32,1234
topk_recall,8192,16,32,0.2,0.0,,0.9999235272407532,,,65416,,2,4,32,cuda,float32,1234
topk_recall,8192,16,32,0.2,0.75,,0.998058557510376,,,65416,,2,4,32,cuda,float32,1234
compression_signal,8192,32,,0.0,,1.0,,1.0,0.03125,,512,2,4,32,cuda,float32,1234
topk_recall,8192,32,4,0.0,0.0,,1.0,,,65288,,2,4,32,cuda,float32,1234
topk_recall,8192,32,4,0.0,0.75,,1.0,,,65288,,2,4,32,cuda,float32,1234
topk_recall,8192,32,8,0.0,0.0,,1.0,,,65288,,2,4,32,cuda,float32,1234
topk_recall,8192,32,8,0.0,0.75,,1.0,,,65288,,2,4,32,cuda,float32,1234
topk_recall,8192,32,16,0.0,0.0,,1.0,,,65288,,2,4,32,cuda,float32,1234
topk_recall,8192,32,16,0.0,0.75,,1.0,,,65288,,2,4,32,cuda,float32,1234
topk_recall,8192,32,32,0.0,0.0,,1.0,,,65288,,2,4,32,cuda,float32,1234
topk_recall,8192,32,32,0.0,0.75,,1.0,,,65288,,2,4,32,cuda,float32,1234
compression_signal,8192,32,,0.1,,1.0,,0.2914394736289978,0.03044595941901207,,512,2,4,32,cuda,float32,1234
topk_recall,8192,32,4,0.1,0.0,,1.0,,,65288,,2,4,32,cuda,float32,1234
topk_recall,8192,32,4,0.1,0.75,,0.9999234676361084,,,65288,,2,4,32,cuda,float32,1234
topk_recall,8192,32,8,0.1,0.0,,1.0,,,65288,,2,4,32,cuda,float32,1234
topk_recall,8192,32,8,0.1,0.75,,1.0,,,65288,,2,4,32,cuda,float32,1234
topk_recall,8192,32,16,0.1,0.0,,1.0,,,65288,,2,4,32,cuda,float32,1234
topk_recall,8192,32,16,0.1,0.75,,1.0,,,65288,,2,4,32,cuda,float32,1234
topk_recall,8192,32,32,0.1,0.0,,1.0,,,65288,,2,4,32,cuda,float32,1234
topk_recall,8192,32,32,0.1,0.75,,1.0,,,65288,,2,4,32,cuda,float32,1234
compression_signal,8192,32,,0.2,,1.0,,0.1601419448852539,0.032839253544807434,,512,2,4,32,cuda,float32,1234
topk_recall,8192,32,4,0.2,0.0,,0.9979628920555115,,,65288,,2,4,32,cuda,float32,1234
topk_recall,8192,32,4,0.2,0.75,,0.9751256704330444,,,65288,,2,4,32,cuda,float32,1234
topk_recall,8192,32,8,0.2,0.0,,0.9995099306106567,,,65288,,2,4,32,cuda,float32,1234
topk_recall,8192,32,8,0.2,0.75,,0.992065966129303,,,65288,,2,4,32,cuda,float32,1234
topk_recall,8192,32,16,0.2,0.0,,0.999846875667572,,,65288,,2,4,32,cuda,float32,1234
topk_recall,8192,32,16,0.2,0.75,,0.9978710412979126,,,65288,,2,4,32,cuda,float32,1234
topk_recall,8192,32,32,0.2,0.0,,0.9999847412109375,,,65288,,2,4,32,cuda,float32,1234
topk_recall,8192,32,32,0.2,0.75,,0.9994792938232422,,,65288,,2,4,32,cuda,float32,1234
compression_signal,8192,64,,0.0,,1.0,,1.0,0.015625,,256,2,4,32,cuda,float32,1234
topk_recall,8192,64,4,0.0,0.0,,1.0,,,65032,,2,4,32,cuda,float32,1234
topk_recall,8192,64,4,0.0,0.75,,1.0,,,65032,,2,4,32,cuda,float32,1234
topk_recall,8192,64,8,0.0,0.0,,1.0,,,65032,,2,4,32,cuda,float32,1234
topk_recall,8192,64,8,0.0,0.75,,1.0,,,65032,,2,4,32,cuda,float32,1234
topk_recall,8192,64,16,0.0,0.0,,1.0,,,65032,,2,4,32,cuda,float32,1234
topk_recall,8192,64,16,0.0,0.75,,1.0,,,65032,,2,4,32,cuda,float32,1234
topk_recall,8192,64,32,0.0,0.0,,1.0,,,65032,,2,4,32,cuda,float32,1234
topk_recall,8192,64,32,0.0,0.75,,1.0,,,65032,,2,4,32,cuda,float32,1234
compression_signal,8192,64,,0.1,,1.0,,0.20598989725112915,0.014839560724794865,,256,2,4,32,cuda,float32,1234
topk_recall,8192,64,4,0.1,0.0,,1.0,,,65032,,2,4,32,cuda,float32,1234
topk_recall,8192,64,4,0.1,0.75,,1.0,,,65032,,2,4,32,cuda,float32,1234
topk_recall,8192,64,8,0.1,0.0,,1.0,,,65032,,2,4,32,cuda,float32,1234
topk_recall,8192,64,8,0.1,0.75,,1.0,,,65032,,2,4,32,cuda,float32,1234
topk_recall,8192,64,16,0.1,0.0,,1.0,,,65032,,2,4,32,cuda,float32,1234
topk_recall,8192,64,16,0.1,0.75,,1.0,,,65032,,2,4,32,cuda,float32,1234
topk_recall,8192,64,32,0.1,0.0,,1.0,,,65032,,2,4,32,cuda,float32,1234
topk_recall,8192,64,32,0.1,0.75,,1.0,,,65032,,2,4,32,cuda,float32,1234
compression_signal,8192,64,,0.2,,1.0,,0.1105705052614212,0.015841323882341385,,256,2,4,32,cuda,float32,1234
topk_recall,8192,64,4,0.2,0.0,,0.998846709728241,,,65032,,2,4,32,cuda,float32,1234
topk_recall,8192,64,4,0.2,0.75,,0.9885441064834595,,,65032,,2,4,32,cuda,float32,1234
topk_recall,8192,64,8,0.2,0.0,,0.9996463060379028,,,65032,,2,4,32,cuda,float32,1234
topk_recall,8192,64,8,0.2,0.75,,0.9973244071006775,,,65032,,2,4,32,cuda,float32,1234
topk_recall,8192,64,16,0.2,0.0,,0.999984622001648,,,65032,,2,4,32,cuda,float32,1234
topk_recall,8192,64,16,0.2,0.75,,0.9995847940444946,,,65032,,2,4,32,cuda,float32,1234
topk_recall,8192,64,32,0.2,0.0,,1.0,,,65032,,2,4,32,cuda,float32,1234
topk_recall,8192,64,32,0.2,0.75,,0.9999231100082397,,,65032,,2,4,32,cuda,float32,1234
compression_signal,8192,128,,0.0,,1.0,,1.0,0.0078125,,128,2,4,32,cuda,float32,1234
topk_recall,8192,128,4,0.0,0.0,,1.0,,,64520,,2,4,32,cuda,float32,1234
topk_recall,8192,128,4,0.0,0.75,,1.0,,,64520,,2,4,32,cuda,float32,1234
topk_recall,8192,128,8,0.0,0.0,,1.0,,,64520,,2,4,32,cuda,float32,1234
topk_recall,8192,128,8,0.0,0.75,,1.0,,,64520,,2,4,32,cuda,float32,1234
topk_recall,8192,128,16,0.0,0.0,,1.0,,,64520,,2,4,32,cuda,float32,1234
topk_recall,8192,128,16,0.0,0.75,,1.0,,,64520,,2,4,32,cuda,float32,1234
topk_recall,8192,128,32,0.0,0.0,,1.0,,,64520,,2,4,32,cuda,float32,1234
topk_recall,8192,128,32,0.0,0.75,,1.0,,,64520,,2,4,32,cuda,float32,1234
compression_signal,8192,128,,0.1,,1.0,,0.16669315099716187,0.008352216333150864,,128,2,4,32,cuda,float32,1234
topk_recall,8192,128,4,0.1,0.0,,1.0,,,64520,,2,4,32,cuda,float32,1234
topk_recall,8192,128,4,0.1,0.75,,1.0,,,64520,,2,4,32,cuda,float32,1234
topk_recall,8192,128,8,0.1,0.0,,1.0,,,64520,,2,4,32,cuda,float32,1234
topk_recall,8192,128,8,0.1,0.75,,1.0,,,64520,,2,4,32,cuda,float32,1234
topk_recall,8192,128,16,0.1,0.0,,1.0,,,64520,,2,4,32,cuda,float32,1234
topk_recall,8192,128,16,0.1,0.75,,1.0,,,64520,,2,4,32,cuda,float32,1234
topk_recall,8192,128,32,0.1,0.0,,1.0,,,64520,,2,4,32,cuda,float32,1234
topk_recall,8192,128,32,0.1,0.75,,1.0,,,64520,,2,4,32,cuda,float32,1234
compression_signal,8192,128,,0.2,,1.0,,0.09266301244497299,0.009331641718745232,,128,2,4,32,cuda,float32,1234
topk_recall,8192,128,4,0.2,0.0,,0.9998140335083008,,,64520,,2,4,32,cuda,float32,1234
topk_recall,8192,128,4,0.2,0.75,,0.9951332807540894,,,64520,,2,4,32,cuda,float32,1234
topk_recall,8192,128,8,0.2,0.0,,0.9999690055847168,,,64520,,2,4,32,cuda,float32,1234
topk_recall,8192,128,8,0.2,0.75,,0.9993335604667664,,,64520,,2,4,32,cuda,float32,1234
topk_recall,8192,128,16,0.2,0.0,,1.0,,,64520,,2,4,32,cuda,float32,1234
topk_recall,8192,128,16,0.2,0.75,,0.9999535083770752,,,64520,,2,4,32,cuda,float32,1234
topk_recall,8192,128,32,0.2,0.0,,1.0,,,64520,,2,4,32,cuda,float32,1234
topk_recall,8192,128,32,0.2,0.75,,0.9999845027923584,,,64520,,2,4,32,cuda,float32,1234
